stock,endDate,cash
JAKK,2016-12-31,86064000.0
JAKK,2017-12-31,64977000.0
JAKK,2018-12-31,53282000.0
JAKK,2019-12-31,61613000.0
JAN,2016-12-31,968000.0
JAN,2017-12-30,3313000.0
JAN,2018-12-29,1195000.0
JAN,2019-12-28,481000.0
JAX,2017-01-01,6632000.0
JAX,2017-12-31,10711000.0
JAX,2018-12-30,8783000.0
JAX,2019-12-29,8803000.0
JAZZ,2016-12-31,365963000.0
JAZZ,2017-12-31,386035000.0
JAZZ,2018-12-31,309622000.0
JAZZ,2019-12-31,637344000.0
JBGS,2016-12-31,29000000.0
JBGS,2017-12-31,316676000.0
JBGS,2018-12-31,260553000.0
JBGS,2019-12-31,126413000.0
JBHT,2016-12-31,6377000.0
JBHT,2017-12-31,14612000.0
JBHT,2018-12-31,7600000.0
JBHT,2019-12-31,35000000.0
JBL,2016-08-31,912059000.0
JBL,2017-08-31,1189919000.0
JBL,2018-08-31,1257949000.0
JBL,2019-08-31,1163343000.0
JBLU,2016-12-31,433000000.0
JBLU,2017-12-31,303000000.0
JBLU,2018-12-31,474000000.0
JBLU,2019-12-31,959000000.0
JBSS,2016-06-30,2220000.0
JBSS,2017-06-29,1955000.0
JBSS,2018-06-28,1449000.0
JBSS,2019-06-27,1591000.0
JBT,2016-12-31,33200000.0
JBT,2017-12-31,34000000.0
JBT,2018-12-31,43000000.0
JBT,2019-12-31,39500000.0
JCAP,2016-12-31,67373000.0
JCAP,2017-12-31,46977000.0
JCAP,2018-12-31,8715000.0
JCAP,2019-12-31,3278000.0
JCI,2016-09-30,579000000.0
JCI,2017-09-30,321000000.0
JCI,2018-09-30,185000000.0
JCI,2019-09-30,2805000000.0
JCOM,2016-12-31,123950000.0
JCOM,2017-12-31,350945000.0
JCOM,2018-12-31,209474000.0
JCOM,2019-12-31,575615000.0
JCP,2017-01-28,887000000.0
JCP,2018-02-03,458000000.0
JCP,2019-02-02,333000000.0
JCP,2020-02-01,386000000.0
JCS,2016-12-31,10443274.0
JCS,2017-12-31,12453663.0
JCS,2018-12-31,11056426.0
JCS,2019-12-31,13928504.0
JCTCF,2016-08-31,4519922.0
JCTCF,2017-08-31,5912250.0
JCTCF,2018-08-31,6097463.0
JCTCF,2019-08-31,9652310.0
JEF,2016-12-31,236936000.0
JEF,2017-12-31,110988000.0
JEF,2018-11-30,112923000.0
JEF,2019-11-30,2110918000.0
JELD,2016-12-31,102701000.0
JELD,2017-12-31,220175000.0
JELD,2018-12-31,116991000.0
JELD,2019-12-31,225962000.0
JHG,2016-12-31,323200000.0
JHG,2017-12-31,794200000.0
JHG,2018-12-31,916600000.0
JHG,2019-12-31,796500000.0
JHI,2016-10-31,23074.0
JHI,2017-10-31,1195688.0
JHI,2018-10-31,146394.0
JHI,2019-10-31,69080.0
JHS,2016-10-31,2387.0
JHS,2017-10-31,78310.0
JHS,2018-10-31,93630.0
JHS,2019-10-31,782.0
JHX,2017-03-31,78900000.0
JHX,2018-03-31,281600000.0
JHX,2019-03-31,78700000.0
JHX,2020-03-31,144400000.0
JILL,2017-01-28,13468000.0
JILL,2018-02-03,25978000.0
JILL,2019-02-02,66204000.0
JILL,2020-02-01,21527000.0
JJSF,2016-09-24,140652000.0
JJSF,2017-09-30,90962000.0
JJSF,2018-09-29,111479000.0
JJSF,2019-09-28,192395000.0
JKHY,2016-06-30,70310000.0
JKHY,2017-06-30,114765000.0
JKHY,2018-06-30,31440000.0
JKHY,2019-06-30,93628000.0
JLL,2016-12-31,258500000.0
JLL,2017-12-31,268000000.0
JLL,2018-12-31,480900000.0
JLL,2019-12-31,451900000.0
JMP,2016-12-31,85492000.0
JMP,2017-12-31,85594000.0
JMP,2018-12-31,70927000.0
JMP,2019-12-31,49630000.0
JNCE,2016-12-31,44848000.0
JNCE,2017-12-31,23559000.0
JNCE,2018-12-31,47906000.0
JNCE,2019-12-31,53241000.0
JNJ,2017-01-01,18972000000.0
JNJ,2017-12-31,17824000000.0
JNJ,2018-12-30,18107000000.0
JNJ,2019-12-29,17305000000.0
JNPR,2016-12-31,1833200000.0
JNPR,2017-12-31,2006500000.0
JNPR,2018-12-31,2489000000.0
JNPR,2019-12-31,1215800000.0
JOB,2016-09-30,2528000.0
JOB,2017-09-30,2785000.0
JOB,2018-09-30,3213000.0
JOB,2019-09-30,4055000.0
JOE,2016-12-31,241111000.0
JOE,2017-12-31,192083000.0
JOE,2018-12-31,195155000.0
JOE,2019-12-31,185716000.0
JOUT,2016-09-30,87294000.0
JOUT,2017-09-29,63810000.0
JOUT,2018-09-28,121877000.0
JOUT,2019-09-27,172382000.0
JPC,2016-07-31,1779.0
JPC,2017-07-31,6518979.0
JPC,2018-07-31,1316975.0
JPC,2019-07-31,275186.0
JPM,2016-12-31,4637000000.0
JPM,2017-12-31,385823000000.0
JPM,2018-12-31,238077000000.0
JPM,2019-12-31,217142000000.0
JRJC,2016-12-31,66151439.0
JRJC,2017-12-31,38692871.0
JRJC,2018-12-31,12493135.0
JRJC,2019-12-31,9599824.0
JRSH,2016-03-31,2823974.0
JRSH,2017-03-31,3654373.0
JRSH,2018-03-31,8597830.0
JRSH,2019-03-31,27182158.0
JRVR,2016-12-31,109784000.0
JRVR,2017-12-31,163495000.0
JRVR,2018-12-31,172457000.0
JRVR,2019-12-31,206912000.0
JVA,2016-10-31,3227981.0
JVA,2017-10-31,2325650.0
JVA,2018-10-31,4611384.0
JVA,2019-10-31,2402556.0
JWN,2017-01-28,1007000000.0
JWN,2018-02-03,1181000000.0
JWN,2019-02-02,957000000.0
JWN,2020-02-01,853000000.0
JYNT,2016-12-31,3009864.0
JYNT,2017-12-31,4216221.0
JYNT,2018-12-31,8716874.0
JYNT,2019-12-31,8455989.0
K,2016-12-31,280000000.0
K,2017-12-30,281000000.0
K,2018-12-29,321000000.0
K,2019-12-28,397000000.0
KAI,2016-12-31,71487000.0
KAI,2017-12-30,75425000.0
KAI,2018-12-29,45830000.0
KAI,2019-12-28,66786000.0
KALA,2016-12-31,45472000.0
KALA,2017-12-31,114565000.0
KALA,2018-12-31,170898000.0
KALA,2019-12-31,85449000.0
KALU,2016-12-31,55200000.0
KALU,2017-12-31,51100000.0
KALU,2018-12-31,125600000.0
KALU,2019-12-31,264300000.0
KALV,2016-04-30,21764000.0
KALV,2017-04-30,30950000.0
KALV,2018-04-30,51055000.0
KALV,2019-04-30,32006000.0
KAMN,2016-12-31,41205000.0
KAMN,2017-12-31,36904000.0
KAMN,2018-12-31,25895000.0
KAMN,2019-12-31,471540000.0
KAR,2016-12-31,201800000.0
KAR,2017-12-31,317200000.0
KAR,2018-12-31,277100000.0
KAR,2019-12-31,507600000.0
KBAL,2016-06-30,47576000.0
KBAL,2017-06-30,62882000.0
KBAL,2018-06-30,52663000.0
KBAL,2019-06-30,73196000.0
KBH,2016-11-30,592086000.0
KBH,2017-11-30,720630000.0
KBH,2018-11-30,574359000.0
KBH,2019-11-30,453814000.0
KBR,2016-12-31,536000000.0
KBR,2017-12-31,439000000.0
KBR,2018-12-31,739000000.0
KBR,2019-12-31,712000000.0
KDMN,2016-12-31,36093000.0
KDMN,2017-12-31,67517000.0
KDMN,2018-12-31,94740000.0
KDMN,2019-12-31,139597000.0
KDP,2017-09-30,348607000.0
KDP,2017-12-31,90000000.0
KDP,2018-12-31,83000000.0
KDP,2019-12-31,75000000.0
KE,2016-06-30,54738000.0
KE,2017-06-30,44555000.0
KE,2018-06-30,46428000.0
KE,2019-06-30,49276000.0
KELYA,2017-01-01,29600000.0
KELYA,2017-12-31,32500000.0
KELYA,2018-12-30,35300000.0
KELYA,2019-12-29,25800000.0
KEM,2017-03-31,109774000.0
KEM,2018-03-31,286846000.0
KEM,2019-03-31,207918000.0
KEM,2020-03-31,222399000.0
KEN,2016-12-31,326635000.0
KEN,2017-12-31,1417388000.0
KEN,2018-12-31,131123000.0
KEN,2019-12-31,147000000.0
KEQU,2016-04-30,5222000.0
KEQU,2017-04-30,12506000.0
KEQU,2018-04-30,9716000.0
KEQU,2019-04-30,10647000.0
KERN,2017-06-30,4316276.0
KERN,2018-06-30,1572090.0
KERN,2019-06-30,21867289.0
KEX,2016-12-31,5634000.0
KEX,2017-12-31,20102000.0
KEX,2018-12-31,7800000.0
KEX,2019-12-31,24737000.0
KEY,2016-12-31,677000000.0
KEY,2017-12-31,671000000.0
KEY,2018-12-31,678000000.0
KEY,2019-12-31,355000000.0
KEYS,2016-10-31,783000000.0
KEYS,2017-10-31,818000000.0
KEYS,2018-10-31,913000000.0
KEYS,2019-10-31,1598000000.0
KF,2016-06-30,10574170.0
KF,2017-06-30,3929413.0
KF,2018-06-30,5631292.0
KF,2019-06-30,2900334.0
KFFB,2016-06-30,13108000.0
KFFB,2017-06-30,12804000.0
KFFB,2018-06-30,9943000.0
KFFB,2019-06-30,9861000.0
KFRC,2016-12-31,1482000.0
KFRC,2017-12-31,379000.0
KFRC,2018-12-31,112000.0
KFRC,2019-12-31,19831000.0
KFS,2015-12-31,51701000.0
KFS,2016-12-31,31951000.0
KFS,2017-12-31,5377000.0
KFS,2018-12-31,14619000.0
KFY,2016-04-30,273252000.0
KFY,2017-04-30,410882000.0
KFY,2018-04-30,520848000.0
KFY,2019-04-30,626360000.0
KGC,2016-12-31,827000000.0
KGC,2017-12-31,1025800000.0
KGC,2018-12-31,349000000.0
KGC,2019-12-31,575100000.0
KGJI,2015-12-31,3100569.0
KGJI,2016-12-31,21333193.0
KGJI,2017-12-31,4997125.0
KGJI,2018-12-31,233391.0
KHC,2016-12-31,4204000000.0
KHC,2017-12-30,1629000000.0
KHC,2018-12-29,1130000000.0
KHC,2019-12-28,2279000000.0
KIDS,2016-12-31,1609000.0
KIDS,2017-12-31,42582000.0
KIDS,2018-12-31,60691000.0
KIDS,2019-12-31,70777000.0
KIM,2016-12-31,142486000.0
KIM,2017-12-31,238513000.0
KIM,2018-12-31,143581000.0
KIM,2019-12-31,123947000.0
KIN,2016-12-31,6687000.0
KIN,2017-12-31,34813000.0
KIN,2018-12-31,56302000.0
KIN,2019-12-31,15986000.0
KINS,2016-12-31,12044520.0
KINS,2017-12-31,48381633.0
KINS,2018-12-31,21138403.0
KINS,2019-12-31,32391485.0
KIRK,2017-01-28,63937000.0
KIRK,2018-02-03,80156000.0
KIRK,2019-02-02,57946000.0
KIRK,2020-02-01,30132000.0
KKR,2016-12-31,2508902000.0
KKR,2017-12-31,1876687000.0
KKR,2018-12-31,1751287000.0
KKR,2019-12-31,2346713000.0
KLAC,2016-06-30,1108488000.0
KLAC,2017-06-30,1153051000.0
KLAC,2018-06-30,1404382000.0
KLAC,2019-06-30,1015994000.0
KLDO,2016-12-31,2728000.0
KLDO,2017-12-31,28456000.0
KLDO,2018-12-31,76086000.0
KLDO,2019-12-31,71241000.0
KLIC,2016-10-01,423907000.0
KLIC,2017-09-30,392410000.0
KLIC,2018-09-29,320630000.0
KLIC,2019-09-28,364184000.0
KMB,2016-12-31,923000000.0
KMB,2017-12-31,616000000.0
KMB,2018-12-31,539000000.0
KMB,2019-12-31,442000000.0
KMDA,2016-12-31,9968000.0
KMDA,2017-12-31,12681000.0
KMDA,2018-12-31,18093000.0
KMDA,2019-12-31,42662000.0
KMI,2016-12-31,684000000.0
KMI,2017-12-31,264000000.0
KMI,2018-12-31,3280000000.0
KMI,2019-12-31,185000000.0
KMPH,2016-12-31,16762000.0
KMPH,2017-12-31,10871000.0
KMPH,2018-12-31,18409000.0
KMPH,2019-12-31,3217000.0
KMPR,2016-12-31,115700000.0
KMPR,2017-12-31,45700000.0
KMPR,2018-12-31,75100000.0
KMPR,2019-12-31,136800000.0
KMT,2016-06-30,161579000.0
KMT,2017-06-30,190629000.0
KMT,2018-06-30,556153000.0
KMT,2019-06-30,182015000.0
KMX,2017-02-28,38416000.0
KMX,2018-02-28,44525000.0
KMX,2019-02-28,46938000.0
KMX,2020-02-29,58211000.0
KN,2016-12-31,63400000.0
KN,2017-12-31,111700000.0
KN,2018-12-31,73500000.0
KN,2019-12-31,78400000.0
KNDI,2016-12-31,12235921.0
KNDI,2017-12-31,4891808.0
KNDI,2018-12-31,15662201.0
KNDI,2019-12-31,5490557.0
KNL,2016-12-31,9854000.0
KNL,2017-12-31,2203000.0
KNL,2018-12-31,1600000.0
KNL,2019-12-31,8500000.0
KNOP,2016-12-31,27664000.0
KNOP,2017-12-31,46104000.0
KNOP,2018-12-31,41712000.0
KNOP,2019-12-31,43525000.0
KNSA,2016-12-31,55970000.0
KNSA,2017-12-31,45555000.0
KNSA,2018-12-31,71976000.0
KNSA,2019-12-31,46928000.0
KNSL,2016-12-31,50752000.0
KNSL,2017-12-31,81747000.0
KNSL,2018-12-31,75089000.0
KNSL,2019-12-31,100408000.0
KNX,2016-12-31,8021000.0
KNX,2017-12-31,76649000.0
KNX,2018-12-31,82486000.0
KNX,2019-12-31,159722000.0
KO,2016-12-31,8555000000.0
KO,2017-12-31,6006000000.0
KO,2018-12-31,9077000000.0
KO,2019-12-31,6480000000.0
KOD,2016-12-31,9622000.0
KOD,2017-12-31,1395000.0
KOD,2018-12-31,88254000.0
KOD,2019-12-31,211797000.0
KODK,2016-12-31,434000000.0
KODK,2017-12-31,343000000.0
KODK,2018-12-31,233000000.0
KODK,2019-12-31,233000000.0
KOP,2016-12-31,20800000.0
KOP,2017-12-31,60300000.0
KOP,2018-12-31,40600000.0
KOP,2019-12-31,33000000.0
KOPN,2016-12-31,15822495.0
KOPN,2017-12-30,24848227.0
KOPN,2018-12-29,14326347.0
KOPN,2019-12-28,6029247.0
KOS,2016-12-31,194057000.0
KOS,2017-12-31,233412000.0
KOS,2018-12-31,173515000.0
KOS,2019-12-31,224502000.0
KOSS,2016-06-30,735393.0
KOSS,2017-06-30,432283.0
KOSS,2018-06-30,1081533.0
KOSS,2019-06-30,2228282.0
KPTI,2016-12-31,49663000.0
KPTI,2017-12-31,68997000.0
KPTI,2018-12-31,118021000.0
KPTI,2019-12-31,128858000.0
KR,2017-01-28,322000000.0
KR,2018-02-03,347000000.0
KR,2019-02-02,429000000.0
KR,2020-02-01,399000000.0
KRA,2016-12-31,121749000.0
KRA,2017-12-31,89052000.0
KRA,2018-12-31,85891000.0
KRA,2019-12-31,35033000.0
KRC,2016-12-31,193418000.0
KRC,2017-12-31,57649000.0
KRC,2018-12-31,51604000.0
KRC,2019-12-31,60044000.0
KREF,2016-12-31,96189000.0
KREF,2017-12-31,103120000.0
KREF,2018-12-31,86531000.0
KREF,2019-12-31,67619000.0
KRG,2016-12-31,19874000.0
KRG,2017-12-31,24082000.0
KRG,2018-12-31,35376000.0
KRG,2019-12-31,31336000.0
KRMD,2017-02-28,3313265.0
KRMD,2017-12-31,3974536.0
KRMD,2018-12-31,3738803.0
KRMD,2019-12-31,5870929.0
KRNT,2016-12-31,22789000.0
KRNT,2017-12-31,18629000.0
KRNT,2018-12-31,74132000.0
KRNT,2019-12-31,40743000.0
KRNY,2016-06-30,199200000.0
KRNY,2017-06-30,78237000.0
KRNY,2018-06-30,128864000.0
KRNY,2019-06-30,38935000.0
KRO,2016-12-31,50700000.0
KRO,2017-12-31,322000000.0
KRO,2018-12-31,373300000.0
KRO,2019-12-31,390800000.0
KROS,2018-12-31,23259000.0
KROS,2019-12-31,7020000.0
KRP,2016-12-31,505880.0
KRP,2017-12-31,5625495.0
KRP,2018-12-31,15773987.0
KRP,2019-12-31,14204250.0
KRTX,2017-12-31,1942000.0
KRTX,2018-12-31,8904000.0
KRTX,2019-12-31,208929000.0
KRUS,2017-08-31,2882000.0
KRUS,2018-08-31,5711000.0
KRUS,2019-08-31,38044000.0
KRYS,2016-12-31,1923000.0
KRYS,2017-12-31,49591000.0
KRYS,2018-12-31,103670000.0
KRYS,2019-12-31,187514000.0
KSM,2016-11-30,1681126.0
KSM,2017-11-30,179506.0
KSM,2018-11-30,24248.0
KSM,2019-11-30,58831.0
KSS,2017-01-28,1074000000.0
KSS,2018-02-03,1308000000.0
KSS,2019-02-02,934000000.0
KSS,2020-02-01,723000000.0
KSU,2016-12-31,170600000.0
KSU,2017-12-31,134100000.0
KSU,2018-12-31,100500000.0
KSU,2019-12-31,148800000.0
KTCC,2016-07-02,1018000.0
KTCC,2017-07-01,373000.0
KTCC,2018-06-30,343000.0
KTCC,2019-06-29,601000.0
KTOS,2016-12-25,69100000.0
KTOS,2017-12-31,130500000.0
KTOS,2018-12-30,182700000.0
KTOS,2019-12-29,172600000.0
KTOV,2016-12-31,6758000.0
KTOV,2017-12-31,3947000.0
KTOV,2018-12-31,5163000.0
KTOV,2019-12-31,4385000.0
KURA,2016-12-31,9725000.0
KURA,2017-12-31,11433000.0
KURA,2018-12-31,16119000.0
KURA,2019-12-31,26135000.0
KVHI,2016-12-31,26422000.0
KVHI,2017-12-31,34596000.0
KVHI,2018-12-31,15212000.0
KVHI,2019-12-31,18365000.0
KW,2016-12-31,885700000.0
KW,2017-12-31,351300000.0
KW,2018-12-31,488000000.0
KW,2019-12-31,573900000.0
KWR,2016-12-31,88818000.0
KWR,2017-12-31,89879000.0
KWR,2018-12-31,104147000.0
KWR,2019-12-31,123524000.0
KYN,2016-11-30,1095000.0
KYN,2017-11-30,2000000.0
KYN,2018-11-30,2000000.0
KYN,2019-11-30,2000000.0
KZR,2016-12-31,9747000.0
KZR,2017-12-31,51033000.0
KZR,2018-12-31,24182000.0
KZR,2019-12-31,14951000.0
L,2016-12-31,327000000.0
L,2017-12-31,472000000.0
L,2018-12-31,405000000.0
L,2019-12-31,336000000.0
LAD,2016-12-31,50282000.0
LAD,2017-12-31,57300000.0
LAD,2018-12-31,31600000.0
LAD,2019-12-31,84000000.0
LADR,2016-12-31,44615000.0
LADR,2017-12-31,76674000.0
LADR,2018-12-31,67878000.0
LADR,2019-12-31,58171000.0
LAKE,2017-01-31,10365000.0
LAKE,2018-01-31,15788000.0
LAKE,2019-01-31,12831000.0
LAKE,2020-01-31,14606000.0
LAMR,2016-12-31,35530000.0
LAMR,2017-12-31,115471000.0
LAMR,2018-12-31,21494000.0
LAMR,2019-12-31,26188000.0
LANC,2016-06-30,118080000.0
LANC,2017-06-30,143104000.0
LANC,2018-06-30,205752000.0
LANC,2019-06-30,196288000.0
LAND,2016-12-31,2438000.0
LAND,2017-12-31,2938000.0
LAND,2018-12-31,14730000.0
LAND,2019-12-31,13688000.0
LARK,2016-12-31,19996000.0
LARK,2017-12-31,16584000.0
LARK,2018-12-31,19114000.0
LARK,2019-12-31,13694000.0
LASR,2016-12-31,13500000.0
LASR,2017-12-31,36687000.0
LASR,2018-12-31,149478000.0
LASR,2019-12-31,117252000.0
LAUR,2016-12-31,464965000.0
LAUR,2017-12-31,320567000.0
LAUR,2018-12-31,387780000.0
LAUR,2019-12-31,339629000.0
LAWS,2016-12-31,10421000.0
LAWS,2017-12-31,4416000.0
LAWS,2018-12-31,11883000.0
LAWS,2019-12-31,5495000.0
LAZ,2016-12-31,1158785000.0
LAZ,2017-12-31,1483836000.0
LAZ,2018-12-31,1246537000.0
LAZ,2019-12-31,1231593000.0
LAZY,2017-11-30,31390.0
LAZY,2017-12-31,13292000.0
LAZY,2018-12-31,26603000.0
LAZY,2019-12-31,31458000.0
LB,2017-01-28,1934000000.0
LB,2018-02-03,1515000000.0
LB,2019-02-02,1413000000.0
LB,2020-02-01,1499000000.0
LBAI,2016-12-31,175801000.0
LBAI,2017-12-31,142933000.0
LBAI,2018-12-31,208599000.0
LBAI,2019-12-31,282371000.0
LBC,2016-12-31,46208000.0
LBC,2017-12-31,59578000.0
LBC,2018-12-31,73097000.0
LBC,2019-12-31,69465000.0
LBRDA,2016-12-31,205728000.0
LBRDA,2017-12-31,81257000.0
LBRDA,2018-12-31,83103000.0
LBRDA,2019-12-31,49724000.0
LBRDK,2016-12-31,205728000.0
LBRDK,2017-12-31,81257000.0
LBRDK,2018-12-31,83103000.0
LBRDK,2019-12-31,49724000.0
LBRT,2016-12-31,11484000.0
LBRT,2017-12-31,16321000.0
LBRT,2018-12-31,103312000.0
LBRT,2019-12-31,112690000.0
LBTYA,2016-12-31,1076600000.0
LBTYA,2017-12-31,1672400000.0
LBTYA,2018-12-31,1480500000.0
LBTYA,2019-12-31,8142400000.0
LBTYK,2016-12-31,1076600000.0
LBTYK,2017-12-31,1672400000.0
LBTYK,2018-12-31,1480500000.0
LBTYK,2019-12-31,8142400000.0
LBY,2016-12-31,61011000.0
LBY,2017-12-31,24696000.0
LBY,2018-12-31,25066000.0
LBY,2019-12-31,48918000.0
LC,2016-12-31,515602000.0
LC,2017-12-31,401719000.0
LC,2018-12-31,372974000.0
LC,2019-12-31,243779000.0
LCI,2016-06-30,224769000.0
LCI,2017-06-30,117737000.0
LCI,2018-06-30,98586000.0
LCI,2019-06-30,140249000.0
LCII,2016-12-31,86170000.0
LCII,2017-12-31,26049000.0
LCII,2018-12-31,14928000.0
LCII,2019-12-31,35359000.0
LCNB,2016-12-31,14552000.0
LCNB,2017-12-31,23964000.0
LCNB,2018-12-31,18607000.0
LCNB,2019-12-31,14838000.0
LCTX,2016-12-31,22088000.0
LCTX,2017-12-31,36838000.0
LCTX,2018-12-31,23587000.0
LCTX,2019-12-31,9497000.0
LCUT,2016-12-31,7883000.0
LCUT,2017-12-31,7600000.0
LCUT,2018-12-31,7647000.0
LCUT,2019-12-31,11370000.0
LDL,2016-12-31,71934000.0
LDL,2017-12-31,59875000.0
LDL,2018-12-31,49237000.0
LDL,2019-12-31,51331000.0
LDOS,2016-12-30,376000000.0
LDOS,2017-12-29,390000000.0
LDOS,2018-12-28,327000000.0
LDOS,2020-01-03,668000000.0
LE,2017-01-27,213108000.0
LE,2018-02-02,195581000.0
LE,2019-02-01,193405000.0
LE,2020-01-31,77148000.0
LEA,2016-12-31,1271600000.0
LEA,2017-12-31,1500400000.0
LEA,2018-12-31,1493200000.0
LEA,2019-12-31,1487700000.0
LEAF,2016-12-31,50864000.0
LEAF,2017-12-31,31344000.0
LEAF,2018-12-31,31081000.0
LEAF,2019-12-31,18106000.0
LECO,2016-12-31,379179000.0
LECO,2017-12-31,326701000.0
LECO,2018-12-31,358849000.0
LECO,2019-12-31,199563000.0
LEDS,2016-08-31,6030000.0
LEDS,2017-08-31,3582000.0
LEDS,2018-08-31,3421000.0
LEDS,2019-08-31,1363000.0
LEE,2016-09-25,16984000.0
LEE,2017-09-24,10621000.0
LEE,2018-09-30,5380000.0
LEE,2019-09-29,8645000.0
LEG,2016-12-31,281900000.0
LEG,2017-12-31,526100000.0
LEG,2018-12-31,268100000.0
LEG,2019-12-31,247600000.0
LEGH,2016-12-31,1009000.0
LEGH,2017-12-31,428000.0
LEGH,2018-12-31,2599000.0
LEGH,2019-12-31,1724000.0
LEJU,2015-12-31,260295909.0
LEJU,2016-12-31,274337674.0
LEJU,2017-12-31,150967996.0
LEJU,2018-12-31,147263466.0
LEN,2016-11-30,1205565000.0
LEN,2017-11-30,2533462000.0
LEN,2018-11-30,1369973000.0
LEN,2019-11-30,1211883000.0
LEO,2016-09-30,3256052.0
LEO,2017-09-30,679328.0
LEO,2018-09-30,39016.0
LEO,2019-09-30,574234.0
LEU,2016-12-31,260700000.0
LEU,2017-12-31,208800000.0
LEU,2018-12-31,123100000.0
LEU,2019-12-31,130700000.0
LEVI,2016-11-27,375563000.0
LEVI,2017-11-26,633622000.0
LEVI,2018-11-25,713120000.0
LEVI,2019-11-24,934237000.0
LEVL,2016-12-31,19116000.0
LEVL,2017-12-31,63661000.0
LEVL,2018-12-31,33296000.0
LEVL,2019-12-31,103930000.0
LFUS,2016-12-31,275124000.0
LFUS,2017-12-30,429676000.0
LFUS,2018-12-29,489733000.0
LFUS,2019-12-28,531139000.0
LFVN,2016-06-30,7883000.0
LFVN,2017-06-30,11458000.0
LFVN,2018-06-30,16652000.0
LFVN,2019-06-30,18824000.0
LGC,2016-12-31,26000.0
LGC,2017-12-31,1752000.0
LGC,2018-12-31,1180000.0
LGC,2019-12-31,568000.0
LGF-A,2017-03-31,321900000.0
LGF-A,2018-03-31,378100000.0
LGF-A,2019-03-31,184300000.0
LGF-A,2020-03-31,318200000.0
LGI,2016-12-31,387355.0
LGI,2017-12-31,333846.0
LGI,2018-12-31,601660.0
LGI,2019-12-31,363407.0
LGIH,2016-12-31,49518000.0
LGIH,2017-12-31,67571000.0
LGIH,2018-12-31,46624000.0
LGIH,2019-12-31,38345000.0
LGL,2016-12-31,2778000.0
LGL,2017-12-31,13250000.0
LGL,2018-12-31,15508000.0
LGL,2019-12-31,12453000.0
LGND,2016-12-31,18752000.0
LGND,2017-12-31,20620000.0
LGND,2018-12-31,117164000.0
LGND,2019-12-31,71543000.0
LH,2016-12-31,433600000.0
LH,2017-12-31,316600000.0
LH,2018-12-31,426800000.0
LH,2019-12-31,337500000.0
LHCG,2016-12-31,3264000.0
LHCG,2017-12-31,2849000.0
LHCG,2018-12-31,49363000.0
LHCG,2019-12-31,31672000.0
LHX,2017-06-30,484000000.0
LHX,2018-06-29,288000000.0
LHX,2019-06-28,530000000.0
LHX,2020-01-03,824000000.0
LIFE,2016-12-31,38388000.0
LIFE,2017-12-31,21091000.0
LIFE,2018-12-31,22962000.0
LIFE,2019-12-31,9210000.0
LII,2016-12-31,50200000.0
LII,2017-12-31,68200000.0
LII,2018-12-31,46300000.0
LII,2019-12-31,37300000.0
LILA,2016-12-31,552600000.0
LILA,2017-12-31,529900000.0
LILA,2018-12-31,631000000.0
LILA,2019-12-31,1183800000.0
LILAK,2016-12-31,552600000.0
LILAK,2017-12-31,529900000.0
LILAK,2018-12-31,631000000.0
LILAK,2019-12-31,1183800000.0
LIN,2016-12-31,524000000.0
LIN,2017-12-31,617000000.0
LIN,2018-12-31,4466000000.0
LIN,2019-12-31,2700000000.0
LINC,2016-12-31,21064000.0
LINC,2017-12-31,14563000.0
LINC,2018-12-31,17571000.0
LINC,2019-12-31,23644000.0
LIND,2016-12-31,135416000.0
LIND,2017-12-31,96443000.0
LIND,2018-12-31,113396000.0
LIND,2019-12-31,101579000.0
LIQT,2016-12-31,1208650.0
LIQT,2017-12-31,2486199.0
LIQT,2018-12-31,3776111.0
LIQT,2019-12-31,7069759.0
LITB,2016-12-31,89517000.0
LITB,2017-12-31,68441000.0
LITB,2018-12-31,38808000.0
LITB,2019-12-31,37736000.0
LITE,2016-07-02,157100000.0
LITE,2017-07-01,272900000.0
LITE,2018-06-30,397300000.0
LITE,2019-06-29,432600000.0
LIVE,2016-09-30,770895.0
LIVE,2017-09-30,3972539.0
LIVE,2018-09-30,2742000.0
LIVE,2019-09-30,2681000.0
LIVN,2016-12-31,39789000.0
LIVN,2017-12-31,93615000.0
LIVN,2018-12-31,47204000.0
LIVN,2019-12-31,61137000.0
LIVX,2016-03-31,36898.0
LIVX,2017-03-31,1477000.0
LIVX,2018-03-31,10285000.0
LIVX,2019-03-31,13704000.0
LJPC,2016-12-31,65726000.0
LJPC,2017-12-31,90915000.0
LJPC,2018-12-31,172604000.0
LJPC,2019-12-31,87820000.0
LKCO,2016-12-31,83843.0
LKCO,2017-12-31,72379.0
LKCO,2018-12-31,1192218.0
LKFN,2016-12-31,156080000.0
LKFN,2017-12-31,165680000.0
LKFN,2018-12-31,210522000.0
LKFN,2019-12-31,70481000.0
LKQ,2016-12-31,227400000.0
LKQ,2017-12-31,279766000.0
LKQ,2018-12-31,331761000.0
LKQ,2019-12-31,523020000.0
LL,2016-12-31,10271000.0
LL,2017-12-31,19938000.0
LL,2018-12-31,11565000.0
LL,2019-12-31,8993000.0
LLEX,2016-12-31,11738000.0
LLEX,2017-12-31,17462000.0
LLEX,2018-12-31,21137000.0
LLEX,2019-12-31,3753000.0
LLIT,2016-12-31,10792823.0
LLIT,2017-12-31,6809485.0
LLIT,2018-12-31,477309.0
